nid,type,createddate,etid,localapprovalstatus,"Slideshow node","Slideshow status","Slideshow created date","Slideshow photo count",Video_node,Video_status,Video_created_date,Video_type,"List items",Vertical
78123016,review,05/18/2015,386256,0,78122496,1,05/18/2015,7,78122546,1,05/18/2015,Youtube,N/a,Yes
78123481,story,05/18/2015,462591,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78122731,story,05/18/2015,467426,1,78123206,1,05/18/2015,20,78123486,1,05/18/2015,Youtube,N/a,No
78123526,story,05/18/2015,33967,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78123571,review,05/18/2015,226211,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78123591,story,05/18/2015,120956,0,N/a,N/a,N/a,N/a,78123576,1,05/18/2015,5min.com,N/a,Yes
78123596,story,05/18/2015,482476,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78123606,story,05/18/2015,308816,1,N/a,N/a,N/a,N/a,78123601,1,05/18/2015,DailyMotion,N/a,Yes
78123651,story,05/18/2015,472006,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78123701,story,05/18/2015,209216,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78123726,story,05/18/2015,19829,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78123756,story,05/18/2015,17788,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78123761,story,05/18/2015,482296,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78123781,story,05/18/2015,977,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78123771,story,05/18/2015,13641,1,N/a,N/a,N/a,N/a,78123766,1,05/18/2015,Youtube,N/a,No
78123796,story,05/18/2015,490647,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78123826,story,05/18/2015,33967,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78123831,story,05/18/2015,431201,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78123841,story,05/18/2015,67979,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78123816,story,05/18/2015,10317,1,N/a,N/a,N/a,N/a,78122076,1,05/18/2015,Youtube,N/a,No
78122561,story,05/18/2015,478676,1,78122636,1,05/18/2015,5,N/a,N/a,N/a,N/a,N/a,No
78123871,story,05/18/2015,314271,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78123911,story,05/18/2015,240706,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78123966,story,05/18/2015,386776,0,N/a,N/a,N/a,N/a,78123961,1,05/18/2015,5min.com,N/a,Yes
78123976,story,05/18/2015,18496,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78123991,story,05/18/2015,18496,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78123996,story,05/18/2015,328176,1,N/a,N/a,N/a,N/a,78124106,1,05/19/2015,Youtube,N/a,No
78124006,story,05/18/2015,18496,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78121006,story,05/19/2015,109776,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78117721,story,05/19/2015,276401,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78111231,story,05/19/2015,427536,1,78111431,1,05/19/2015,13,N/a,N/a,N/a,N/a,N/a,No
78087431,story,05/19/2015,69926,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78081526,story,05/19/2015,67118,1,N/a,N/a,N/a,N/a,78081811,1,05/15/2015,Youtube,N/a,Yes
78077041,story,05/19/2015,13907,1,78078746,1,05/15/2015,6,78078816,1,05/15/2015,Youtube,N/a,Yes
78065501,story,05/19/2015,74824,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77971026,story,05/19/2015,1520,1,77984986,1,05/14/2015,5,N/a,N/a,N/a,N/a,N/a,No
77926441,story,05/19/2015,12397,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77323001,story,05/19/2015,297081,1,77322966,1,05/19/2015,5,77323051,1,05/19/2015,Youtube,N/a,No
78124016,story,05/19/2015,473786,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78124026,story,05/19/2015,245306,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78116571,story,05/19/2015,3859,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77928076,story,05/19/2015,382026,0,77927941,1,05/9/2015,6,N/a,N/a,N/a,N/a,N/a,No
78124061,story,05/19/2015,473776,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78124121,review,05/19/2015,215916,1,78135576,1,05/19/2015,6,N/a,N/a,N/a,N/a,N/a,No
78124331,story,05/19/2015,19801,1,78124216,1,05/19/2015,19,N/a,N/a,N/a,N/a,N/a,Yes
78124336,story,05/19/2015,466731,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78123611,story,05/19/2015,371181,1,78123916,1,05/19/2015,8,N/a,N/a,N/a,N/a,N/a,Yes
78124346,review,05/19/2015,59808,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78124356,story,05/19/2015,368926,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78114061,story,05/19/2015,235916,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78124416,story,05/19/2015,368926,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78124421,story,05/19/2015,73758,1,78124231,1,05/19/2015,10,N/a,N/a,N/a,N/a,N/a,No
78121766,story,05/19/2015,4645,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78121771,story,05/19/2015,39495,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78124621,story,05/19/2015,73758,1,78124441,1,05/19/2015,9,N/a,N/a,N/a,N/a,N/a,No
78124506,story,05/19/2015,59485,1,N/a,N/a,N/a,N/a,78124576,1,05/19/2015,5min.com,N/a,No
78124736,story,05/19/2015,41378,1,78124646,1,05/19/2015,5,N/a,N/a,N/a,N/a,N/a,No
78124741,story,05/19/2015,71170,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78124681,story,05/19/2015,480681,1,78124651,1,05/19/2015,20,N/a,N/a,N/a,N/a,N/a,Yes
78123906,story,05/19/2015,22770,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78115026,story,05/19/2015,341951,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78124821,story,05/19/2015,239911,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78086181,review,05/19/2015,175491,0,N/a,N/a,N/a,N/a,78124811,1,05/19/2015,Youtube,N/a,Yes
78124881,story,05/19/2015,543,0,78124846,1,05/19/2015,6,N/a,N/a,N/a,N/a,N/a,No
78124896,story,05/19/2015,480016,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78124986,story,05/19/2015,467436,1,78124956,1,05/19/2015,5,N/a,N/a,N/a,N/a,N/a,Yes
78124996,story,05/19/2015,30362,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78118346,review,05/19/2015,474536,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78125046,story,05/19/2015,68123,1,78125011,1,05/19/2015,6,N/a,N/a,N/a,N/a,N/a,No
78125061,story,05/19/2015,47246,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78125096,story,05/19/2015,477881,1,78125066,1,05/19/2015,5,N/a,N/a,N/a,N/a,N/a,No
78054541,story,05/19/2015,2766,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78125161,story,05/19/2015,187731,0,78124911,1,05/19/2015,8,N/a,N/a,N/a,N/a,N/a,Yes
78125151,story,05/19/2015,55038,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78125106,story,05/19/2015,6298,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78125226,story,05/19/2015,421891,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78125231,story,05/19/2015,477111,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78125241,story,05/19/2015,483616,1,N/a,N/a,N/a,N/a,78125216,1,05/19/2015,5min.com,N/a,No
78125306,story,05/19/2015,477111,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78122721,story,05/19/2015,394351,0,N/a,N/a,N/a,N/a,78122681,1,05/19/2015,Youtube,N/a,No
78122836,story,05/19/2015,341551,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78033761,story,05/19/2015,7028,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78125246,story,05/19/2015,24244,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78036071,review,05/19/2015,386936,1,N/a,N/a,N/a,N/a,78112136,1,05/18/2015,Youtube,N/a,Yes
78125321,story,05/19/2015,477111,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78125366,story,05/19/2015,16403,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78125416,story,05/19/2015,239911,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78125426,story,05/19/2015,402486,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78125436,review,05/19/2015,6911,0,78125386,1,05/19/2015,5,N/a,N/a,N/a,N/a,N/a,No
78125316,story,05/19/2015,320536,1,78121366,1,05/19/2015,6,78125381,1,05/19/2015,Youtube,N/a,No
78125446,story,05/19/2015,416616,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78125506,story,05/19/2015,41776,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78122381,story,05/19/2015,471246,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78125601,story,05/19/2015,65148,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78125646,story,05/19/2015,493451,0,78125531,1,05/19/2015,11,78125591,1,05/19/2015,Youtube,N/a,No
78125656,story,05/19/2015,478356,1,N/a,N/a,N/a,N/a,78125641,1,05/19/2015,5min.com,N/a,No
78125666,story,05/19/2015,372591,0,N/a,N/a,N/a,N/a,78125606,1,05/19/2015,5min.com,N/a,No
78122686,story,05/19/2015,481271,1,N/a,N/a,N/a,N/a,78122646,1,05/19/2015,Youtube,N/a,No
78125691,story,05/19/2015,151921,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78125696,story,05/19/2015,37966,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77846006,story,05/19/2015,37924,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78125676,story,05/19/2015,285161,1,78125526,1,05/19/2015,5,N/a,N/a,N/a,N/a,N/a,No
78101186,story,05/19/2015,10492,1,78101036,1,05/19/2015,20,N/a,N/a,N/a,N/a,N/a,No
78120241,story,05/19/2015,296381,1,N/a,N/a,N/a,N/a,78120151,1,05/18/2015,Youtube,N/a,Yes
78109201,story,05/19/2015,10492,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78108986,review,05/19/2015,10492,1,78108896,1,05/19/2015,18,N/a,N/a,N/a,N/a,N/a,No
78095911,story,05/19/2015,170941,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77980931,story,05/19/2015,359006,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78121756,story,05/19/2015,16590,1,N/a,N/a,N/a,N/a,78121751,1,05/19/2015,Youtube,N/a,Yes
78125706,story,05/19/2015,601,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78125811,story,05/19/2015,422171,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78055171,story,05/19/2015,12642,1,78125781,1,05/19/2015,5,N/a,N/a,N/a,N/a,N/a,Yes
78111371,story,05/19/2015,392156,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78125681,story,05/19/2015,34478,1,78125731,1,05/19/2015,7,N/a,N/a,N/a,N/a,N/a,No
78125831,story,05/19/2015,202226,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78125851,story,05/19/2015,471531,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78125896,story,05/19/2015,457106,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78125876,story,05/19/2015,61953,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78125906,story,05/19/2015,394086,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78125921,story,05/19/2015,25445,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78125926,story,05/19/2015,488627,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78125961,story,05/19/2015,419271,1,N/a,N/a,N/a,N/a,78125846,1,05/19/2015,5min.com,N/a,No
78125966,story,05/19/2015,361791,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78125976,story,05/19/2015,17954,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78125986,story,05/19/2015,361791,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78125996,story,05/19/2015,491716,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78077336,story,05/19/2015,466306,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77692446,story,05/19/2015,192536,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78126111,story,05/19/2015,10194,1,N/a,N/a,N/a,N/a,78126091,1,05/19/2015,5min.com,N/a,Yes
78090916,story,05/19/2015,490227,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78126136,story,05/19/2015,150941,1,N/a,N/a,N/a,N/a,78126121,1,05/19/2015,Youtube,N/a,Yes
78126151,story,05/19/2015,479041,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78075226,review,05/19/2015,431141,1,78075126,1,05/19/2015,5,N/a,N/a,N/a,N/a,N/a,No
78126211,story,05/19/2015,467041,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78126216,story,05/19/2015,2640,1,N/a,N/a,N/a,N/a,78126206,1,05/19/2015,5min.com,N/a,No
77939811,story,05/19/2015,15070,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78110676,review,05/19/2015,475966,1,N/a,N/a,N/a,N/a,78118351,1,05/19/2015,5min.com,N/a,Yes
78126256,story,05/19/2015,308816,1,N/a,N/a,N/a,N/a,78126251,1,05/19/2015,Youtube,N/a,Yes
78126266,story,05/19/2015,67637,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78126276,story,05/19/2015,43373,1,N/a,N/a,N/a,N/a,78126271,1,05/19/2015,5min.com,N/a,No
78126281,story,05/19/2015,488182,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78126306,story,05/19/2015,61614,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78126311,story,05/19/2015,449932,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78126316,story,05/19/2015,7812,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78126371,story,05/19/2015,412886,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78126386,story,05/19/2015,397156,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78126291,story,05/19/2015,14380,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78126101,story,05/19/2015,7462,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78126521,story,05/19/2015,20975,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78115921,story,05/19/2015,19643,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78126581,story,05/19/2015,2111,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78126576,story,05/19/2015,434986,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78126601,story,05/19/2015,424836,1,N/a,N/a,N/a,N/a,78126571,1,05/19/2015,Youtube,N/a,No
78126616,story,05/19/2015,43373,1,N/a,N/a,N/a,N/a,78126586,1,05/19/2015,5min.com,N/a,No
78126396,story,05/19/2015,211241,1,78126531,1,05/19/2015,6,78126401,1,05/19/2015,5min.com,N/a,No
78126626,story,05/19/2015,377731,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78126636,story,05/19/2015,28740,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78126666,story,05/19/2015,395226,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78126681,story,05/19/2015,4636,1,N/a,N/a,N/a,N/a,78126676,1,05/19/2015,Youtube,N/a,Yes
78126701,story,05/19/2015,6458,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78126596,story,05/19/2015,493281,1,N/a,N/a,N/a,N/a,78126201,1,05/19/2015,Youtube,N/a,No
78126651,story,05/19/2015,245306,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78126741,story,05/19/2015,463591,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78126746,story,05/19/2015,18001,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
77981546,story,05/19/2015,241,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78126776,story,05/19/2015,4636,1,N/a,N/a,N/a,N/a,78126761,1,05/19/2015,Youtube,N/a,Yes
78126796,story,05/19/2015,43373,1,N/a,N/a,N/a,N/a,78126791,1,05/19/2015,5min.com,N/a,No
78126771,story,05/19/2015,38810,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78126811,story,05/19/2015,479091,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78126821,story,05/19/2015,20298,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78118131,list,05/19/2015,442556,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,4,No
78122286,story,05/19/2015,9954,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78126861,story,05/19/2015,313981,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78126866,story,05/19/2015,380101,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78126886,story,05/19/2015,451242,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78126921,story,05/19/2015,4636,1,N/a,N/a,N/a,N/a,78126901,1,05/19/2015,Youtube,N/a,Yes
78126926,story,05/19/2015,7744,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78126916,story,05/19/2015,118991,0,N/a,N/a,N/a,N/a,78126781,1,05/19/2015,Youtube,N/a,No
78126986,story,05/19/2015,54642,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78127001,story,05/19/2015,308816,1,N/a,N/a,N/a,N/a,78126991,1,05/19/2015,Youtube,N/a,Yes
78127101,story,05/19/2015,2111,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78049086,story,05/19/2015,66756,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78127146,story,05/19/2015,20678,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78049311,story,05/19/2015,66756,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78127151,story,05/19/2015,466741,1,78126941,1,05/19/2015,6,N/a,N/a,N/a,N/a,N/a,Yes
78127166,story,05/19/2015,14380,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78049341,story,05/19/2015,66756,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78123191,story,05/19/2015,332331,1,78126841,1,05/19/2015,6,N/a,N/a,N/a,N/a,N/a,No
78127136,story,05/19/2015,415291,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78070296,story,05/19/2015,66756,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78127226,story,05/19/2015,4525,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78127231,story,05/19/2015,372591,0,N/a,N/a,N/a,N/a,78127201,1,05/19/2015,5min.com,N/a,No
78127241,story,05/19/2015,31345,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78074766,story,05/19/2015,66756,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78127311,story,05/19/2015,22635,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78123581,story,05/19/2015,60684,0,78126996,1,05/19/2015,18,N/a,N/a,N/a,N/a,N/a,Yes
78072791,story,05/19/2015,455351,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78127321,story,05/19/2015,374156,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78057016,story,05/19/2015,312121,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78127346,story,05/19/2015,25445,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78127371,story,05/19/2015,46292,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78127376,review,05/19/2015,459951,1,N/a,N/a,N/a,N/a,78127361,1,05/19/2015,Youtube,N/a,Yes
78127336,story,05/19/2015,66756,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78127386,story,05/19/2015,12072,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78126881,story,05/19/2015,437211,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78127426,story,05/19/2015,492312,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78127461,story,05/19/2015,62396,1,78127381,1,05/19/2015,5,N/a,N/a,N/a,N/a,N/a,No
78127476,story,05/19/2015,155496,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78127466,story,05/19/2015,467256,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78127491,story,05/19/2015,67637,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78127506,story,05/19/2015,433231,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78127521,story,05/19/2015,373841,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78127531,story,05/19/2015,12072,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78127421,review,05/19/2015,36477,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78127571,story,05/19/2015,492312,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78127401,story,05/19/2015,324971,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78127596,story,05/19/2015,12269,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78127646,story,05/19/2015,393011,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78127526,story,05/19/2015,493566,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78127686,story,05/19/2015,31345,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78127691,story,05/19/2015,43373,1,N/a,N/a,N/a,N/a,78127661,1,05/19/2015,5min.com,N/a,No
78127696,story,05/19/2015,488677,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78127921,story,05/19/2015,449932,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78100876,story,05/19/2015,20090,0,78127716,1,05/19/2015,16,78100746,1,05/19/2015,Youtube,N/a,No
78128381,story,05/19/2015,360481,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78128396,story,05/19/2015,445587,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78128401,story,05/19/2015,461011,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78128516,story,05/19/2015,71027,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Yes
78123716,story,05/19/2015,63226,1,78123631,1,05/19/2015,7,N/a,N/a,N/a,N/a,N/a,Yes
78127556,story,05/19/2015,43799,1,78128036,1,05/19/2015,7,N/a,N/a,N/a,N/a,N/a,No
78128631,story,05/19/2015,22770,1,78128531,1,05/19/2015,7,N/a,N/a,N/a,N/a,N/a,No
78128636,story,05/19/2015,492466,1,78128701,1,05/19/2015,5,N/a,N/a,N/a,N/a,N/a,No
78128641,story,05/19/2015,423386,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78128651,story,05/19/2015,419271,1,N/a,N/a,N/a,N/a,78127541,1,05/19/2015,5min.com,N/a,No
78125171,story,05/19/2015,301896,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78128736,story,05/19/2015,416616,1,N/a,N/a,N/a,N/a,78127551,1,05/19/2015,Youtube,N/a,No
78128616,story,05/19/2015,174061,0,78128661,1,05/19/2015,13,N/a,N/a,N/a,N/a,N/a,No
78128551,story,05/19/2015,392716,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78128851,story,05/19/2015,25445,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78128871,story,05/19/2015,479151,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78128876,story,05/19/2015,485307,1,N/a,N/a,N/a,N/a,78128831,1,05/19/2015,5min.com,N/a,No
78128881,story,05/19/2015,339426,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78128891,story,05/19/2015,50884,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78128896,story,05/19/2015,479151,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
78128916,story,05/19/2015,17941,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,No
